#{"t_start": 1779267536.6129847, "env_id": "None"}
r,l,t
31.546649,33,3.253809
28.515839,30,4.721197
27.463182,29,6.13142
40.330035,42,8.223014
64.333411,66,11.543917
23.477987,25,12.803352
40.395284,42,14.90826
50.24806,52,17.529425
30.426173,32,19.157162
48.415515,50,21.688935
21.284043,23,22.856381
61.126574,63,26.08788
54.426801,56,29.007815
38.256915,40,31.010716
16.246543,18,31.882505
67.279197,69,35.371086
49.651005,51,37.963377
48.081388,50,40.474613
21.435185,23,41.637312
50.086277,52,44.404908
39.343939,41,46.485509
21.386318,23,47.657994
25.339425,27,48.959888
40.374824,42,50.986671
52.143411,54,62.243522
28.343905,30,62.284489
21.553317,23,62.313639
40.607789,42,62.365258
19.30187,21,62.391646
32.565543,34,62.433027
55.631862,57,62.50378
55.176534,57,62.574696
62.200203,64,62.704327
41.317196,43,62.76067
32.405907,34,62.802447
25.443832,27,62.83636
39.024812,41,62.88648
30.529485,32,62.928409
66.746896,69,63.018128
24.434174,26,63.051181
30.496764,32,63.090568
41.712523,43,63.14854
32.574672,34,63.194455
47.234187,49,63.253244
35.331109,37,63.2979
65.620597,67,63.379602
44.397945,46,63.441318
31.59035,33,63.482464
66.02968,68,63.82725
88.481546,90,72.026476
42.589203,44,72.08314
90.459313,92,72.23662
68.719111,70,72.320521
31.53906,33,72.363199
32.146049,34,72.40816
82.452713,84,72.512227
44.462141,46,72.564134
20.281566,22,72.591306
76.500464,78,72.723717
80.368633,82,72.831702
22.484161,24,72.860814
40.082807,42,72.916002
34.540187,36,72.963485
75.42752,77,73.103886
54.604288,56,73.176175
40.671573,42,73.230422
77.309719,79,73.327981
24.467776,26,73.35956
41.354705,43,73.412799
34.568541,36,73.456051
25.272591,27,73.495333
88.409682,91,73.608724
48.682588,50,73.67081
53.505265,55,73.734859
29.538655,31,73.769876
63.946715,66,73.854643
76.626018,78,73.955269
56.66393,58,74.035536
33.415317,35,74.077227
53.355546,55,74.146622
52.520941,54,74.213064
69.53198,71,74.303358
22.37814,24,74.334257
40.571872,42,74.384287
87.736213,89,74.64098
68.558473,70,74.72312
54.120035,56,83.091958
80.509421,82,83.190007
82.008117,84,83.291194
88.426258,90,83.398333
33.624061,35,83.438541
42.359328,44,83.49083
90.480933,92,83.601707
64.460173,66,83.682417
69.995706,72,83.767276
25.486052,27,83.798984
81.706897,83,83.903714
122.12756,124,84.057657
47.280702,49,84.112237
23.486501,25,84.146463
77.566723,79,84.240303
67.393999,69,84.325612
88.741647,91,84.434783
69.476077,72,84.523094
72.648847,74,84.610513
88.107305,90,84.719822
89.322451,91,84.830806
68.557835,71,84.926986
61.66239,63,85.010894
30.403296,32,85.049021
100.279476,102,85.17481
95.452964,97,85.295756
75.315815,77,85.576914
64.136922,66,85.663808
66.469554,68,93.875854
143.912322,147,94.060767
74.394203,76,94.150691
83.538434,85,94.256626
158.301582,160,94.457288
51.657275,53,94.525454
176.858212,179,94.74606
98.314883,100,94.871917
104.963518,107,95.010827
81.176583,83,95.121826
68.399724,70,95.208231
81.612341,83,95.310535
78.508967,80,95.408963
105.657693,108,95.547433
