#{"t_start": 1779267536.5908134, "env_id": "None"}
r,l,t
44.349062,46,3.911082
74.207039,76,7.643249
56.642399,58,10.562953
49.174764,51,13.135264
22.340918,24,14.343134
46.521438,48,16.731814
36.427793,38,18.656426
31.540127,33,20.357279
34.203384,36,22.157759
18.169225,20,23.180243
23.138554,25,24.461395
28.228044,30,26.011663
26.946429,29,27.548352
35.092741,37,29.449215
34.273945,36,31.227362
24.542343,26,32.501989
37.581893,39,34.494859
18.223638,20,35.49821
28.466637,30,37.005074
48.463554,50,39.563449
35.654364,37,41.394833
21.397484,23,42.569166
41.643089,43,44.879143
30.505175,32,46.508115
38.697242,40,48.502005
31.339054,33,50.090015
48.531253,50,62.227468
25.130579,27,62.273251
24.561954,26,62.306801
62.775796,64,62.386277
44.446634,46,62.443871
38.580738,40,62.493665
40.175308,42,62.545229
45.320756,47,62.60315
87.678836,89,62.766821
69.280084,71,62.854875
32.385319,34,62.896942
38.518611,40,62.948196
77.635562,80,63.0509
60.978789,63,63.132538
43.464098,45,63.190824
39.258623,41,63.243562
60.36321,62,63.319007
22.339598,24,63.347262
48.405446,50,63.409872
33.279047,35,63.456145
35.737574,37,63.503332
70.312414,72,63.852951
80.190161,82,72.042647
54.348898,56,72.115124
98.909963,101,72.277669
31.542398,33,72.314712
71.582294,73,72.410309
63.523536,65,72.491751
35.572146,37,72.537943
71.212864,73,72.624852
33.633743,35,72.666195
26.478882,28,72.700147
29.575058,31,72.773418
31.261135,33,72.819703
110.677509,113,72.965364
36.359884,38,73.019467
69.867637,72,73.152196
33.577832,35,73.195859
32.656583,34,73.240488
39.245541,41,73.289057
41.477075,43,73.344598
20.472674,22,73.371665
21.501279,23,73.399632
40.266813,42,73.450701
67.682776,69,73.542526
47.378035,49,73.60341
43.621023,45,73.659544
72.722897,74,73.74666
45.549032,47,73.800739
38.476866,40,73.853377
27.409429,29,73.88915
65.302129,67,73.976363
51.311738,53,74.04988
71.125986,73,74.139722
97.45982,99,74.265017
45.47528,47,74.323356
59.08921,61,74.397932
45.567745,47,74.457783
73.315814,75,74.693519
33.383438,35,74.735261
49.533075,51,83.097437
31.38279,33,83.136421
82.058186,84,83.237577
102.960712,105,83.364585
35.618654,37,83.408738
78.47828,80,83.50107
39.655804,41,83.549476
62.745582,64,83.62791
62.025244,64,83.706022
98.830315,101,83.824946
79.501711,81,83.927033
77.499225,79,84.02649
35.65236,37,84.071911
83.447323,86,84.174649
57.059623,59,84.246141
68.392967,70,84.330684
34.48219,36,84.374191
72.50649,74,84.46312
76.576492,78,84.556795
77.50096,79,84.652661
78.857504,81,84.750659
84.548822,86,84.855666
43.241917,45,84.911828
40.557536,42,84.970111
82.408197,84,85.0816
80.221329,82,85.181403
41.665425,43,85.233565
73.42985,75,85.327596
66.649849,68,85.598125
41.704656,43,85.65174
88.367137,90,85.767676
91.219872,93,94.01314
94.541856,96,94.131903
69.496401,71,94.216231
105.650943,107,94.353135
63.501374,65,94.431874
78.62757,81,94.535434
87.513525,89,94.643777
96.560723,98,94.765599
77.722257,79,94.867523
52.399773,54,94.936424
70.387722,72,95.026595
55.557118,57,95.10579
72.707929,74,95.198407
87.567069,90,95.31029
68.31332,70,95.394853
77.662682,79,95.493678
69.404367,71,95.587272
85.387263,87,95.720935
61.605194,63,95.819131
102.454374,105,95.958672
94.381456,96,96.088599
73.354691,75,96.178099
60.267048,62,96.267714
64.724914,66,96.547532
76.274522,78,96.638835
96.253332,98,104.667499
111.453521,113,104.811586
65.650344,67,104.89498
64.602784,66,104.981499
92.243541,94,105.098996
106.593682,108,105.243649
88.386978,90,105.350609
