#{"t_start": 1779267536.5314236, "env_id": "None"}
r,l,t
30.458118,32,3.288857
46.543241,48,5.628669
50.285031,52,8.20592
20.362143,22,9.284342
68.599369,70,12.835521
30.514487,32,14.450395
38.4842,40,16.450591
24.247409,26,17.756021
46.189782,48,20.206591
58.319289,60,23.238933
77.20931,79,27.337191
33.513205,35,29.139799
55.616703,57,31.964271
49.571261,51,34.553135
25.355481,27,35.923216
34.718423,36,37.74564
47.580627,49,40.21869
36.375533,38,42.130278
67.649188,70,45.796744
72.719406,74,49.475357
30.363003,32,51.020735
47.233577,49,62.314427
27.5768,29,62.356848
41.428444,43,62.411446
55.415719,57,62.481457
31.708293,33,62.522259
12.889256,15,62.54223
52.247638,54,62.607952
23.395336,25,62.637554
64.744655,67,62.772038
34.262598,36,62.820325
32.550562,34,62.861181
32.568546,34,62.903074
68.06903,70,62.991789
41.560749,43,63.050765
51.248971,53,63.116043
24.252864,26,63.149605
31.525251,33,63.19159
28.500339,30,63.231388
40.528617,42,63.286238
37.414974,39,63.333784
35.433395,37,63.378053
23.422266,25,63.407883
49.411453,51,63.472038
19.392622,21,63.500667
21.183558,23,63.529859
38.272549,40,63.579896
29.397505,31,63.880881
28.526557,30,63.916041
61.605445,63,72.081027
39.622409,41,72.132551
62.283075,64,72.254071
77.533219,80,72.350006
30.469404,32,72.388919
26.60181,28,72.426042
59.725615,62,72.506175
44.468441,46,72.561675
45.502151,47,72.618746
17.193083,19,72.639884
84.732906,87,72.746174
64.263124,66,72.868343
31.328936,33,72.912035
55.299662,57,72.983902
34.386269,36,73.029258
34.009386,36,73.081278
27.53795,29,73.156295
74.453515,76,73.255089
36.469371,38,73.30478
58.443297,60,73.376933
55.134358,57,73.448895
68.464684,70,73.534196
19.373172,21,73.565674
57.135397,59,73.64232
58.716896,60,73.71454
41.578678,43,73.766172
38.452895,40,73.81289
70.56062,72,73.901706
53.615971,55,73.968704
47.471824,49,74.034401
43.331145,45,74.096988
82.190935,84,74.201516
25.544307,27,74.235129
44.577946,46,74.292175
61.018053,63,74.372913
29.441406,31,74.411738
31.656024,33,74.451634
80.929678,83,74.554582
68.467825,70,74.784221
45.322705,47,83.141026
89.514477,91,83.250961
90.533598,92,83.360919
25.491812,27,83.393127
83.56005,85,83.4926
66.53832,68,83.573812
72.468216,74,83.662328
80.641704,82,83.762838
138.667136,141,83.929041
71.368608,73,84.024468
62.283699,64,84.103437
65.624231,67,84.180753
79.064405,81,84.283626
87.92426,90,84.391503
32.589035,34,84.43247
112.503802,115,84.571962
82.661193,84,84.671838
94.70474,97,84.788764
89.41664,91,84.901011
113.706043,116,85.051492
72.68243,75,85.151404
39.444462,41,85.200186
39.614801,41,85.250221
54.43739,56,85.318833
66.54643,68,85.403929
74.656658,76,85.684068
66.65096,68,85.77274
95.519509,97,94.025652
78.396587,80,94.126158
105.102475,107,94.251326
82.513523,84,94.359512
98.418773,100,94.482964
75.648435,77,94.580387
83.328013,85,94.684717
79.560857,81,94.781551
71.570249,73,94.876701
77.646673,79,94.979454
66.63456,68,95.064107
81.418538,83,95.176099
102.563115,105,95.309507
68.577482,70,95.393584
116.560404,118,95.539308
89.51619,91,95.6594
83.273064,85,95.790899
76.186722,78,95.913639
84.544615,86,96.021849
57.504929,59,96.100961
103.106345,105,96.232753
66.207391,68,96.329126
139.147754,141,96.696857
70.499223,72,96.820467
164.176853,166,104.906362
73.294539,75,105.002045
71.699856,73,105.091146
68.534059,70,105.181033
66.575361,68,105.271139
116.335873,118,105.415927
97.618248,99,105.539394
70.405428,72,105.66807
100.299249,102,105.795328
79.349841,81,105.895421
78.448519,80,105.995971
71.528026,73,106.084019
66.535407,68,106.17995
140.10502,142,106.370196
116.423457,118,106.512457
68.58294,70,106.635294
76.861337,79,106.736878
100.431945,102,106.858853
