#{"t_start": 1779267536.5385087, "env_id": "None"}
r,l,t
61.713629,64,4.843349
57.679635,59,7.749856
35.407627,37,9.589592
37.344437,39,11.568719
26.505543,28,12.979088
42.349779,44,15.189369
20.499551,22,16.296204
37.455245,39,18.235387
27.403835,29,19.730838
58.150744,60,22.775295
50.621462,52,25.437331
38.280255,40,27.546385
28.497375,30,29.082236
29.166825,31,30.650108
63.032474,65,33.880285
30.522638,32,35.498521
18.230852,20,36.514632
33.582943,35,38.281546
34.602736,36,40.112621
33.354197,35,41.868485
52.535742,54,44.726133
36.509078,38,46.662986
35.35667,37,48.504168
61.346617,63,51.543291
45.261999,47,62.323119
38.416871,40,62.374151
27.299866,29,62.411563
38.609823,40,62.461267
49.33391,51,62.524104
45.319574,47,62.583252
44.432155,46,62.638203
34.655716,36,62.722062
84.409365,86,62.843091
54.216234,56,62.913538
41.701067,43,62.966981
39.535893,41,63.02387
50.182934,52,63.088062
21.355568,23,63.116745
53.037584,55,63.18698
61.336966,63,63.271288
73.879244,76,63.36144
45.488182,47,63.420808
26.564643,28,63.454049
24.560348,26,63.490323
16.165266,18,63.511702
46.365172,48,63.572428
72.724797,74,72.005979
40.722274,42,72.061549
65.611661,67,72.150099
52.328227,54,72.256119
91.792554,94,72.369257
70.366236,72,72.462476
32.423417,34,72.506193
63.679388,65,72.586609
75.40447,77,72.678174
25.363693,27,72.710066
69.929836,72,72.833933
71.593502,74,72.932764
85.548896,87,73.046659
62.635011,64,73.170625
41.542585,43,73.22657
67.560658,69,73.314023
39.363979,41,73.363755
36.671715,38,73.412627
38.623028,40,73.461468
47.563094,49,73.521282
56.692003,58,73.601684
74.724647,76,73.693555
26.542902,28,73.729257
20.272776,22,73.754453
96.2073,98,73.869235
49.446084,51,73.935081
46.709263,48,73.997894
67.272766,69,74.091125
61.398722,63,74.170054
53.269664,55,74.236185
29.468232,31,74.276825
92.622465,94,74.39464
72.221295,74,74.486425
90.190209,92,74.744457
85.200353,87,83.149403
71.613139,73,83.237333
93.052307,95,83.351051
31.65566,33,83.390992
64.276896,66,83.469593
99.182622,101,83.58828
79.608749,81,83.685643
76.684951,79,83.781873
76.583012,78,83.873426
34.645095,36,83.915382
75.562204,77,84.015718
92.322257,94,84.132106
97.238731,99,84.250561
73.458122,75,84.343342
59.220877,61,84.414556
89.367445,91,84.526174
44.765726,46,84.581493
82.336016,84,84.681196
82.594565,84,84.782672
42.595868,44,84.837558
33.479405,35,84.881236
67.695319,69,84.966322
87.503816,89,85.088786
84.006824,86,85.194113
61.497489,63,85.270912
47.623137,49,85.332508
81.463947,83,85.435255
71.203038,73,85.713617
130.663044,133,94.013985
88.568204,90,94.125597
85.72195,88,94.228532
112.377856,114,94.374177
38.453808,40,94.423131
68.629326,70,94.509586
89.284022,92,94.625861
73.546102,75,94.716378
89.18213,91,94.831248
108.538815,110,94.972295
59.406128,61,95.047898
92.642862,94,95.173635
114.041179,117,95.32141
73.070863,75,95.414505
83.536105,85,95.517547
128.171301,130,95.688736
108.982657,111,95.865774
71.178986,73,95.961325
75.447063,77,96.063026
131.240603,134,96.238508
70.555491,72,96.338859
66.555111,68,96.620352
94.076523,96,96.770662
77.066779,80,104.74396
74.405858,76,104.839775
71.602119,73,104.93092
96.495063,98,105.054977
65.674982,67,105.139779
74.670709,76,105.242437
78.0039,80,105.342254
72.599246,74,105.43121
135.932751,138,105.606305
98.552122,100,105.768019
69.458344,71,105.854737
76.580298,78,105.95257
67.67957,69,106.037935
106.433595,108,106.182441
67.68148,69,106.284553
79.68343,81,106.38025
78.497935,80,106.476506
74.681172,76,106.608113
103.097286,105,106.740312
81.066271,83,106.840773
79.257129,81,106.938624
73.963926,76,107.031363
97.40344,99,107.329347
128.104597,130,107.485338
120.360591,123,115.932719
91.512503,93,116.05114
75.48541,77,116.144177
98.431665,100,116.25915
79.389177,81,116.354865
