#{"t_start": 1779267536.62716, "env_id": "None"}
r,l,t
37.302158,39,3.534004
35.482905,37,5.340732
39.241041,41,7.335836
44.608308,46,9.658415
14.911082,17,10.5261
52.447677,54,13.252846
40.458958,42,15.360943
45.319297,47,17.709096
33.680705,35,19.491885
76.575572,79,23.485672
46.115066,48,25.974264
45.415212,47,28.437941
39.710622,41,30.511726
31.549906,33,32.123373
46.340816,48,34.555406
37.541186,39,36.525095
42.59232,44,38.750194
59.227196,61,41.833552
19.25812,21,42.894476
49.271478,51,45.602223
19.453981,21,46.678627
40.579034,42,48.753217
29.543251,31,50.24675
25.497499,27,51.548747
25.201252,27,62.202061
54.051274,56,62.283303
29.573587,31,62.322977
61.407691,63,62.401525
39.547582,41,62.452724
64.475674,66,62.532228
29.562233,31,62.571458
42.423068,44,62.676274
46.329665,48,62.738892
30.271642,32,62.778708
52.151214,54,62.845539
36.559244,38,62.893702
25.408657,27,62.932914
39.313214,41,62.983886
32.391803,34,63.025624
55.150606,57,63.098447
30.541604,32,63.140308
33.396878,35,63.186966
51.63087,53,63.249937
65.614232,67,63.333737
42.210761,44,63.390937
27.440604,29,63.427226
23.329975,25,63.457572
54.991438,57,63.791056
68.699106,70,71.960492
45.508946,47,72.021355
39.462482,41,72.07504
26.546356,28,72.14854
44.264708,46,72.205297
66.590197,68,72.286452
25.439366,27,72.322042
56.640402,58,72.397687
69.631552,72,72.486669
22.488435,24,72.515179
56.64864,58,72.585539
30.335165,32,72.622574
29.553618,31,72.660106
38.326172,40,72.745352
30.395078,32,72.79109
34.600732,36,72.836913
33.446242,35,72.881609
82.347456,84,72.995083
25.584533,27,73.068087
52.922229,55,73.139456
30.546187,32,73.179222
43.740347,45,73.235679
86.641049,89,73.347123
35.706614,37,73.391448
41.393677,43,73.444454
60.06353,62,73.530171
31.423877,33,73.569542
36.505291,38,73.61636
65.559896,67,73.694839
85.841918,88,73.80368
59.747778,61,73.879592
45.476179,47,73.941131
50.496019,52,74.013469
34.621588,36,74.057326
35.685013,37,74.103286
49.694293,51,74.168652
50.205877,52,74.233175
80.836095,83,74.337195
43.449225,45,74.391444
38.656129,40,74.441825
32.611733,34,74.629514
59.284036,61,74.700988
56.600922,58,83.07196
79.512515,82,83.169894
86.584978,88,83.275928
67.453981,69,83.359023
70.882709,73,83.443537
36.465355,38,83.489331
64.605697,66,83.567716
118.418554,120,83.71339
43.638569,45,83.766066
36.381116,38,83.81048
42.486479,44,83.862971
92.099439,94,83.986405
80.357076,82,84.081415
64.670596,66,84.164249
109.266484,111,84.299482
102.499196,104,84.424068
43.362288,45,84.479691
55.468636,57,84.548167
95.479814,97,84.66371
39.426764,41,84.714512
77.58809,79,84.811245
70.577386,72,84.908278
90.529516,92,85.02595
100.399275,102,85.152042
70.147205,72,85.240449
55.586507,57,85.311806
67.708242,70,85.58462
79.666517,82,85.689619
36.692033,38,93.866918
108.447678,110,94.008555
70.66114,72,94.093909
109.449042,111,94.228505
70.541671,73,94.322817
78.334016,80,94.421045
81.581235,83,94.525976
126.56675,128,94.67912
91.320444,93,94.801253
83.753109,86,94.913039
69.547094,71,95.002788
68.121949,70,95.095041
92.418517,94,95.215147
84.593,86,95.320448
74.725016,76,95.412743
100.975657,103,95.545452
72.469564,74,95.660386
108.35334,110,95.8268
68.498774,70,95.913992
76.632039,78,96.021253
76.761305,79,96.118978
88.282942,90,96.243025
167.50108,170,96.682117
73.407002,75,104.649132
112.053551,114,104.794507
66.433902,68,104.878747
108.309384,110,105.019872
67.660373,69,105.105121
156.130386,158,105.304649
82.363693,84,105.407697
96.616721,98,105.571193
100.376803,102,105.698516
87.314439,89,105.808757
70.584304,72,105.899071
91.422558,93,106.017981
72.49168,74,106.119839
192.722387,195,106.368084
107.435629,109,106.538297
89.593882,91,106.654015
78.369983,80,106.751041
73.604933,75,106.838535
125.179655,127,107.173637
97.554477,99,107.291842
104.926836,107,115.716477
80.370256,82,115.817112
119.493848,121,115.97195
89.425967,91,116.081978
78.413035,80,116.172749
65.682664,67,116.251619
92.130482,94,116.3722
74.527979,76,116.466594
75.746025,78,116.563702
111.112695,113,116.712478
91.383928,93,116.826236
72.405037,74,116.919959
72.0891,74,117.011307
108.282377,110,117.168295
95.571627,97,117.296482
86.299763,88,117.401477
77.179168,79,117.49588
84.282419,86,117.609532
75.559798,77,117.700677
96.445682,98,117.814764
116.20639,118,118.122596
114.49255,116,118.257393
77.524166,79,118.38044
69.575935,71,126.162553
72.056747,74,126.24785
81.363309,84,126.353642
