#{"t_start": 1779258896.553982, "env_id": "None"}
r,l,t
32.546415,34,5.161424
25.409419,27,6.754505
36.472288,38,9.41981
36.291773,38,12.189422
19.413321,21,13.753178
44.444701,46,16.717549
22.16737,24,18.338675
45.163892,47,21.815773
20.410926,22,23.354035
30.472459,32,25.230311
32.271128,34,27.568105
22.458592,24,29.515491
28.612827,30,31.997107
38.656556,40,35.229812
34.577612,36,37.680329
36.321459,38,39.959108
59.167328,61,43.533968
104.297961,106,50.096552
35.328721,37,52.939651
44.198825,46,56.610543
24.33175,26,58.741662
29.532677,31,61.253425
57.621552,60,66.124243
41.266379,43,69.69861
51.119547,53,74.019973
24.473708,26,85.062294
39.565715,41,85.128526
28.403796,30,85.161322
32.603169,34,85.196595
48.146323,50,85.246652
38.316171,40,85.290245
35.549397,37,85.32811
45.216017,47,85.377977
71.354904,73,85.451291
29.434795,31,85.48339
34.506723,36,85.520896
36.607921,38,85.561919
39.598321,41,85.607497
47.590127,49,85.657878
23.503902,25,85.685168
41.194856,43,85.728751
36.132781,38,85.773056
55.098334,57,85.829627
44.661894,46,85.880934
30.249647,32,85.913571
35.491831,37,85.949643
28.542456,30,85.980871
26.563423,28,86.00973
54.586116,56,86.074969
28.372254,30,86.107154
27.384435,29,86.320833
59.298688,61,92.307338
24.52593,26,92.336462
87.119682,89,92.440706
63.174178,65,92.517732
75.556742,77,92.608873
21.307654,23,92.631297
55.579107,57,92.687754
59.530777,61,92.755699
41.221029,43,92.804772
60.708732,62,92.869643
28.500561,30,92.906901
66.381968,68,92.979001
35.443259,37,93.024618
31.178689,33,93.060303
74.570518,76,93.145033
70.986827,73,93.225937
81.329316,83,93.330801
54.506017,56,93.393527
45.606374,47,93.449199
47.589026,49,93.498765
44.525366,46,93.570226
31.640886,33,93.6109
48.400557,50,93.662686
66.168952,68,93.74034
64.149387,66,93.81407
31.453923,33,93.848654
33.582244,35,93.887172
34.497269,36,93.935073
84.117623,86,94.035235
41.061095,43,94.077955
27.456904,29,94.106535
26.286132,28,94.139741
39.579664,41,94.187301
75.483885,77,94.281494
53.234726,55,94.34788
69.555263,71,94.443453
40.390823,42,94.498561
27.438935,29,94.652776
54.108631,56,94.712137
46.686258,48,100.894946
75.537964,77,101.007357
67.493261,69,101.092941
60.380055,62,101.168651
84.131804,86,101.30679
87.658468,89,101.404071
60.346116,62,101.471603
109.279111,111,101.590328
74.89007,77,101.676152
75.601704,77,101.771623
72.547169,74,101.858392
67.567207,69,101.949712
67.292675,69,102.027848
69.703315,71,102.106047
51.606769,53,102.167593
92.699113,95,102.319382
111.632975,114,102.441321
62.801354,64,102.513623
72.602817,74,102.604957
65.53251,67,102.681428
45.507504,47,102.730874
48.480903,50,102.788486
65.738447,67,102.862224
59.213969,61,102.930735
26.421273,28,102.973998
66.412699,68,103.05628
34.235715,36,103.102443
79.601747,81,103.315099
77.773104,80,103.41031
68.330615,70,109.432006
141.099182,143,109.623842
73.017872,75,109.718959
97.257781,99,109.833911
82.481568,84,109.953007
64.672255,66,110.031127
79.652225,81,110.136533
69.958849,72,110.232901
111.511316,113,110.354685
92.918565,95,110.461719
83.581658,85,110.555281
70.497643,72,110.63532
78.558998,80,110.735738
104.240171,106,110.854508
77.594505,79,110.945546
74.260912,76,111.029772
98.090668,100,111.136778
36.603932,38,111.181883
64.544312,66,111.257041
86.410632,88,111.420152
80.135478,82,111.540157
87.218269,89,111.649163
106.183009,108,111.927153
83.325557,85,112.012033
133.171764,135,118.027452
95.158685,97,118.138059
96.358036,99,118.256576
73.370196,75,118.349601
107.851906,110,118.465497
79.392068,81,118.551568
100.354627,102,118.701962
70.575132,72,118.788984
103.31363,105,118.908512
76.677036,78,118.995659
71.737655,73,119.074128
74.41262,76,119.202331
80.271274,83,119.30635
102.502584,104,119.440831
78.615358,80,119.530636
110.432001,112,119.695662
80.567507,82,119.784268
90.464556,92,119.890979
105.427638,108,120.08004
