#{"t_start": 1779258896.5602007, "env_id": "None"}
r,l,t
20.389701,22,4.557403
27.530754,29,6.153012
29.468497,31,8.089574
28.397615,30,10.401861
56.924685,59,14.614082
21.240362,23,16.091383
23.487036,25,17.672402
36.462133,38,20.508493
39.4878,41,23.429435
66.755837,68,27.809078
23.331906,25,29.841464
53.330918,55,34.350188
30.333819,32,36.751217
70.600222,72,41.136324
36.090839,38,43.300849
47.256618,49,45.997105
26.344544,28,47.626334
33.298192,35,50.248174
43.421411,45,53.728011
34.614277,36,56.60433
52.756244,55,61.093192
38.506406,40,64.313395
40.462032,42,67.774529
30.515534,32,70.448654
32.601307,34,73.207443
28.28017,30,85.039725
35.583114,37,85.110054
61.217577,63,85.179847
42.40622,44,85.224366
65.152942,67,85.293587
25.602604,27,85.321908
40.517509,42,85.36677
36.378151,38,85.404691
50.387544,52,85.458222
31.516304,33,85.492331
56.486571,58,85.553571
56.306352,58,85.616781
29.375846,31,85.648684
42.382769,44,85.695247
19.377303,21,85.716519
57.127922,59,85.782616
61.552843,63,85.846354
38.445536,40,85.88937
37.391693,39,85.928242
24.258974,26,85.954428
42.133581,44,86.000679
32.356554,34,86.036679
48.4955,50,86.094989
21.36028,23,86.303919
44.252885,46,92.26634
72.54809,74,92.353183
55.846404,58,92.422828
59.273644,61,92.49603
70.754946,72,92.576226
45.509249,47,92.631251
72.419446,74,92.711046
38.558956,40,92.752607
79.144226,81,92.84106
21.479719,23,92.864425
48.920205,51,92.927063
29.408444,31,92.957641
54.589185,56,93.022601
47.65256,49,93.073311
52.758024,54,93.13646
64.45069,66,93.210017
62.176285,64,93.281787
54.617815,56,93.355509
39.434304,41,93.406824
30.464039,32,93.439921
52.466782,54,93.499003
48.318609,50,93.57097
33.668676,35,93.614851
44.62217,46,93.662562
48.710669,50,93.719812
39.342314,41,93.763232
38.551128,40,93.810451
33.608437,35,93.847053
46.436533,48,93.906528
82.553677,85,94.000843
39.563998,41,94.048844
62.323354,64,94.118799
27.601708,29,94.149498
60.708343,62,94.229518
43.491998,45,94.278241
43.292419,45,94.331443
38.452712,40,94.381387
69.173394,71,94.482332
40.465644,42,94.651368
52.498631,54,94.710921
27.206598,29,94.747658
68.448533,70,100.969932
67.548295,69,101.058333
41.32786,43,101.108604
25.612047,27,101.142908
49.184593,51,101.244988
87.258563,89,101.346674
104.535677,106,101.453835
84.354568,86,101.551275
62.174861,64,101.617561
34.536863,36,101.660708
89.349813,91,101.771565
50.545604,52,101.828658
78.647073,80,101.932771
51.74372,53,101.997397
99.607006,101,102.107599
76.404281,78,102.239292
83.068565,85,102.335431
67.493606,69,102.412734
92.38232,94,102.51523
47.519722,49,102.576026
61.049613,63,102.649199
73.926455,76,102.733945
64.670298,66,102.808723
56.538694,58,102.875882
63.144459,65,102.955073
53.618661,55,103.025627
90.05656,92,103.131432
42.561027,44,103.305167
91.607128,94,103.41453
60.490568,62,109.429602
37.346619,39,109.468341
80.520638,82,109.589959
109.325201,111,109.732532
61.240737,63,109.798763
47.562351,49,109.869992
86.685592,88,109.984735
75.4694,77,110.070604
40.599209,42,110.136493
72.45466,74,110.234589
78.942109,81,110.323893
98.521513,100,110.434557
83.321875,85,110.529986
80.43499,82,110.619023
102.657208,105,110.746519
89.482423,91,110.849221
107.327341,109,110.970886
75.477482,77,111.058632
68.23862,70,111.132679
97.381572,99,111.247393
75.421019,77,111.36333
76.466785,78,111.509456
73.366399,75,111.605942
96.686363,98,111.860434
70.20205,72,111.950621
96.94797,99,112.05147
82.333551,84,118.012455
68.119644,70,118.09302
84.352717,86,118.19042
70.534038,72,118.279605
69.436662,71,118.365038
87.568755,89,118.459291
79.64958,81,118.545359
69.280702,71,118.663309
82.281972,84,118.762267
86.058377,88,118.862835
95.386362,97,118.973776
80.354469,82,119.059289
79.28063,81,119.190002
72.215288,74,119.28716
136.348896,138,119.462173
42.627807,44,119.5104
82.532508,84,119.639206
115.743569,118,119.771958
68.470574,70,119.84521
93.142711,96,119.986096
94.503501,96,120.140094
66.453582,68,120.361713
78.215274,80,120.460806
69.571786,71,120.543617
88.50435,90,126.345176
112.535802,114,126.469784
74.261066,76,126.554003
92.447985,94,126.661949
77.236918,79,126.739144
80.274153,82,126.827616
79.99285,82,126.935145
95.346183,97,127.037405
121.414421,123,127.203602
129.42064,132,127.339038
112.557135,114,127.468525
207.092428,209,127.712653
70.172441,72,127.793288
125.725226,128,127.94198
86.986095,89,128.038565
119.125677,121,128.21903
95.069977,97,128.337666
98.298684,100,128.588341
76.428713,78,128.719735
94.544049,96,128.819797
90.37646,93,134.743917
106.498751,109,134.866619
86.035347,88,134.967184
103.533045,105,135.077725
74.389625,76,135.165518
104.278853,106,135.286876
71.847052,74,135.366334
83.46273,86,135.503007
73.409922,75,135.578478
100.908195,103,135.736244
72.152631,74,135.81984
71.96044,74,135.901792
67.000872,69,135.97752
78.504702,81,136.071588
96.217029,98,136.177471
65.462139,67,136.287124
71.392261,73,136.372078
149.074266,151,136.538645
92.074083,94,136.638827
147.666585,150,136.97699
83.653643,86,137.071528
73.179564,75,137.154267
67.502596,69,137.226884
97.38142,99,143.005934
92.9604,95,143.140895
70.540605,73,143.219909
95.665387,98,143.338034
149.824353,152,143.504074
86.064446,88,143.599969
75.305395,77,143.68544
76.270455,78,143.796598
71.355329,73,143.876414
107.304531,110,144.005015
69.620932,72,144.093801
76.948938,79,144.177381
82.007935,84,144.269117
113.280626,116,144.405572
71.823631,74,144.486724
141.300855,144,144.641981
82.503647,84,144.737115
90.432877,92,144.984908
98.255453,101,145.105347
84.581042,86,145.204199
87.45857,90,145.323349
90.540523,93,145.444844
69.588743,71,151.173185
124.377619,127,151.358011
78.78287,81,151.444995
84.792486,87,151.534205
107.569458,110,151.653687
86.490781,89,151.748143
79.223785,82,151.843993
199.204429,202,152.149156
74.652434,77,152.240506
126.470446,129,152.387145
91.910869,94,152.488567
72.44088,75,152.564774
83.464249,86,152.656116
87.675065,90,152.829021
95.747821,98,152.933618
73.470929,76,153.022892
100.75739,103,153.304874
91.129031,93,153.413526
82.615982,85,153.50666
99.584916,102,153.615466
92.5884,95,159.28957
86.263848,89,159.396176
75.390583,78,159.482415
108.556391,111,159.60298
142.333513,145,159.75509
155.146075,158,159.925042
110.411175,113,160.047983
91.059945,93,160.153497
77.645845,80,160.244143
108.61379,111,160.362802
78.012364,81,160.447136
80.665623,83,160.538108
95.086622,98,160.642985
107.559777,110,160.767439
92.594218,95,160.885891
79.675524,82,161.008619
86.488756,89,161.288965
81.769515,84,161.387437
113.472697,116,161.534431
94.902915,97,161.656479
86.462133,89,161.752368
76.426188,79,168.66502
111.560344,114,168.788539
78.721661,81,168.87919
79.569031,82,168.974691
89.720608,92,169.095473
85.875361,88,169.198677
71.65123,74,169.279152
127.601397,130,169.430765
73.747267,76,169.51497
84.935149,87,169.649244
95.372379,98,169.755298
130.439313,133,169.893531
92.396701,95,170.003589
89.832164,92,170.104924
118.701033,121,170.24786
102.668115,105,170.361241
103.844641,106,170.631397
76.830396,79,170.715137
140.506031,143,170.872456
95.697367,98,170.982455
105.498173,108,171.098682
94.659797,97,177.034843
86.354104,89,177.132968
102.507826,105,177.287461
107.623757,110,177.400226
79.508365,82,177.53107
75.572553,78,177.615524
139.530387,142,177.763249
192.749162,195,177.984741
80.326727,83,178.075075
91.718245,94,178.17481
81.467208,84,178.270668
99.579643,102,178.403493
84.731762,87,178.524915
78.774735,81,178.616675
83.715017,86,178.89285
119.508015,122,179.032022
98.32102,101,179.159789
107.665587,110,179.309813
80.435181,83,179.412461
93.489639,96,179.512095
73.542544,76,185.307977
94.681141,97,185.406436
90.548879,93,185.499676
97.464881,100,185.600301
78.545246,81,185.691229
137.73113,140,185.831749
90.723988,93,185.933439
87.645092,90,186.026476
81.759078,84,186.108411
74.670208,77,186.191509
84.62924,87,186.276906
79.497436,82,186.356785
99.695723,102,186.490335
70.780477,73,186.58051
72.513439,75,186.678623
80.470025,83,186.786739
131.765651,134,187.097885
147.478494,150,187.271365
79.509031,82,187.354509
76.615933,79,187.478485
124.606837,127,187.624314
127.312397,130,193.313869
76.497304,79,193.395736
81.898353,84,193.482961
213.177511,216,193.697061
78.582824,81,193.779755
120.723031,123,193.905698
110.814547,113,194.018961
78.611388,81,194.142022
79.483561,82,194.229383
129.66155,132,194.368586
91.795723,94,194.466611
80.524942,83,194.553469
77.602249,80,194.630978
93.443442,96,194.873785
105.584161,108,195.016204
101.5508,104,195.166596
80.708389,83,195.251366
120.741902,123,195.420385
85.78798,88,195.508296
82.464593,85,195.594634
108.619246,111,201.06422
104.356941,107,201.195207
86.662281,89,201.305822
81.318093,84,201.401816
112.681552,115,201.529363
93.37645,96,201.661774
80.246596,83,201.751715
152.753347,155,201.938845
96.567445,99,202.056609
76.257298,79,202.156284
96.570286,99,202.292857
76.639799,79,202.375049
108.151394,111,202.510096
117.5845,120,202.871304
94.47766,97,203.001129
121.597196,124,203.170324
78.516898,81,203.270286
96.567852,99,203.403452
80.597482,83,203.495993
76.481085,79,203.580654
86.172108,89,203.672811
101.834191,104,209.403277
139.573947,142,209.574586
87.619945,90,209.684204
100.644171,103,209.810634
84.393395,87,209.924718
112.742265,115,210.140582
90.741156,93,210.272151
111.402463,114,210.426645
167.659243,170,210.621494
86.520689,89,210.753062
117.715891,120,210.90807
92.62113,95,211.149992
95.321855,98,211.269187
82.670094,85,211.36409
79.594972,82,211.462521
95.403634,98,211.579234
168.419277,171,211.755968
84.19825,87,211.841767
100.626551,103,211.957319
108.779947,111,217.581756
85.436822,89,217.684927
90.419646,93,217.798343
93.402254,96,217.910769
81.31332,84,218.010925
86.393601,89,218.119861
87.377086,90,218.226654
93.691059,96,218.355381
115.762299,118,218.479109
147.902534,151,218.699995
95.601701,98,218.801607
170.314602,173,219.168916
211.363069,214,219.435665
111.701259,114,219.552645
85.361533,88,219.641167
74.442345,77,219.731376
80.381592,83,219.827953
86.521286,89,219.927986
202.666774,206,225.505069
106.625856,109,225.613229
158.521892,161,225.774397
85.316583,88,225.864177
81.876558,85,225.96752
98.157902,101,226.08044
86.150569,89,226.166974
93.492935,96,226.272825
80.976546,84,226.357484
88.424709,91,226.454601
90.310925,93,226.545498
178.097232,180,226.890296
147.527579,150,227.048369
105.160455,108,227.158499
94.465411,97,227.257836
159.675248,162,227.422021
82.365172,85,227.508515
120.57738,123,227.635855
94.411605,97,233.090448
93.404588,96,233.191159
87.177991,90,233.28474
115.173384,118,233.41086
90.470951,93,233.504565
123.240396,126,233.626086
188.322195,191,233.820435
79.019071,82,233.903565
87.777127,91,234.000211
87.884204,91,234.091708
97.548177,100,234.201147
84.230553,88,234.462541
129.046198,132,234.636526
87.402559,90,234.733964
79.07369,82,234.811295
83.351652,86,234.894123
171.410273,176,235.118852
79.471701,82,235.203585
110.225956,113,235.335674
87.075489,90,240.887864
81.895888,85,241.017498
104.098598,107,241.128902
102.943323,106,241.296405
82.153057,86,241.39948
85.681697,89,241.497627
88.174242,91,241.588731
140.930684,144,241.729927
94.77644,98,241.835496
90.786974,93,241.937738
105.937115,109,242.173203
193.208365,196,248.365548
82.965002,86,252.617767
83.944832,87,256.8252
95.831595,99,261.667062
80.184572,83,265.739668
103.085234,106,270.929962
134.591172,138,277.77082
112.954009,116,283.460024
136.767191,140,298.599416
95.440404,98,309.895946
102.682714,106,310.031225
84.676444,88,310.141857
93.623898,97,310.284591
103.289165,106,310.413787
94.395396,100,310.521943
115.815429,119,310.674678
88.983227,92,310.79102
185.629019,189,311.042666
98.051214,101,311.352394
83.134618,86,311.463877
103.196288,106,311.581568
142.797232,146,311.773885
114.72774,118,311.910233
98.156041,101,312.055104
172.430146,175,312.273689
