#{"t_start": 1779258896.5869544, "env_id": "None"}
r,l,t
24.281349,26,4.730924
57.456758,59,8.386317
35.334586,37,11.122915
47.291502,49,14.587713
30.482747,32,16.610893
24.486547,26,18.397132
63.597325,65,23.100377
33.559932,35,25.197755
19.220798,21,26.650856
40.576524,42,29.895231
28.405015,30,32.411802
23.432831,25,34.401504
40.542636,42,37.417339
62.131108,64,41.310798
29.032004,31,43.080049
22.247512,24,44.299089
35.257825,37,46.37445
49.220042,51,49.906916
30.392863,32,52.374558
25.478114,27,54.407037
32.574824,34,57.282367
23.471121,25,59.247625
32.436749,34,61.980253
31.57692,33,64.69919
25.437508,27,66.912346
25.40601,27,69.179564
47.902597,50,73.261652
50.437757,52,85.065857
81.61749,83,85.158848
28.487292,30,85.189646
50.296537,52,85.244828
27.513024,29,85.272545
23.541256,25,85.299295
46.730689,48,85.350528
42.059932,44,85.394053
32.411769,34,85.428797
37.612641,39,85.469684
41.966784,44,85.515317
32.348703,34,85.554532
31.513833,33,85.588977
35.565107,37,85.627192
31.6898,33,85.66224
18.328144,20,85.683028
20.437711,22,85.70538
21.440581,23,85.730911
20.299872,22,85.75714
52.496476,54,85.810763
30.461526,32,85.846906
52.296082,54,85.900768
63.580512,65,85.967964
54.406973,56,86.030945
58.995404,61,86.281346
26.380553,28,86.308732
19.392496,21,92.248547
34.440651,36,92.29448
58.819899,61,92.365464
23.437112,25,92.392948
40.35339,42,92.43982
41.614346,43,92.493896
69.122017,71,92.577861
78.174637,80,92.658863
27.505145,29,92.692323
44.487154,46,92.739839
77.682226,79,92.826619
67.414098,69,92.908259
60.378055,62,92.976516
35.358751,37,93.017232
61.542135,63,93.087675
63.585042,65,93.157259
33.195825,35,93.197364
60.966282,63,93.275106
55.345452,57,93.343338
55.639184,57,93.410139
58.473478,60,93.476172
67.72824,70,93.573568
25.48724,27,93.604369
74.222995,76,93.687682
79.396248,81,93.776582
50.415952,52,93.834872
52.628737,54,93.900874
44.251087,46,93.951851
37.428884,39,93.998052
29.466866,31,94.029801
112.374449,114,94.15715
64.574803,66,94.23965
36.489639,38,94.278273
36.527793,38,94.332953
