#{"t_start": 1779258896.5537167, "env_id": "None"}
r,l,t
70.589628,72,7.372327
22.328243,24,9.236585
35.222984,37,11.862725
54.136355,56,15.732787
37.497782,39,18.339233
22.484142,24,20.193742
30.562764,32,22.425419
69.445335,71,27.075
82.489899,84,33.739814
36.536048,38,36.692876
32.454777,34,38.705545
49.274542,51,41.907094
31.335838,33,43.680555
52.546644,54,46.60676
78.450263,80,52.492455
40.11059,42,55.758755
19.298527,21,57.568683
23.297408,25,59.524384
26.502398,28,61.784113
30.292327,32,64.392806
40.982383,43,67.948389
38.453182,40,71.295365
59.807976,62,85.0697
60.95598,63,85.154765
26.504367,28,85.185356
18.281088,20,85.205777
23.152746,25,85.231015
29.333265,31,85.26232
55.082922,57,85.322752
76.200188,79,85.404033
51.583455,53,85.458305
113.211269,115,85.581795
39.93178,42,85.62566
35.501543,37,85.663615
31.231229,33,85.69875
48.34497,50,85.750025
57.694962,59,85.814265
24.288161,26,85.840306
48.232098,50,85.894952
62.534783,64,85.959216
63.388005,65,86.028378
38.455463,40,86.075537
22.521855,24,86.100384
25.60976,27,86.313582
43.650611,45,92.27537
90.206275,92,92.383897
70.670667,72,92.46828
80.536407,82,92.564038
52.353796,54,92.62801
48.364683,50,92.674342
43.277417,45,92.728603
27.507156,29,92.759235
66.579151,68,92.833201
32.379485,34,92.869202
49.41216,51,92.931642
59.707724,62,92.999183
86.616923,89,93.094824
38.51991,40,93.141949
44.365149,46,93.191441
48.660812,50,93.247398
59.24179,61,93.328886
48.610879,50,93.384384
68.199841,70,93.466311
70.879393,73,93.564059
55.615112,57,93.630294
93.413959,95,93.733883
29.420803,31,93.766869
70.981734,73,93.847846
45.247517,47,93.899875
36.50905,38,93.949492
67.407192,69,94.029194
74.575859,76,94.106894
36.578197,38,94.15192
52.358898,54,94.222207
45.216588,47,94.275245
62.359387,64,94.350985
50.746455,52,94.412543
38.471812,40,94.477747
57.551448,59,94.666044
69.00245,71,94.748588
51.087871,53,100.948723
69.143791,71,101.035657
29.657574,31,101.078605
67.365697,69,101.161768
87.616853,89,101.303917
60.803905,63,101.37484
85.270712,88,101.465614
67.519487,69,101.540502
83.478126,86,101.633407
75.549385,77,101.724234
65.687511,67,101.808645
90.569569,92,101.923577
49.571453,51,101.986885
81.647644,83,102.081054
133.024042,135,102.276019
68.655603,70,102.351363
60.353244,62,102.420338
74.361369,76,102.505232
75.211779,77,102.597919
140.164921,142,102.757403
69.507321,71,102.834637
62.435965,64,102.909065
67.567011,69,103.001879
91.40493,93,103.111415
74.369075,76,103.32082
78.344957,80,103.414374
38.513733,40,103.453013
110.549182,112,109.531348
110.334666,112,109.695904
121.094086,123,109.838997
63.63113,65,109.936558
70.650668,72,110.02179
77.270622,79,110.108518
70.665083,72,110.222369
118.135497,120,110.351061
61.678468,63,110.42249
98.124136,100,110.534475
73.401622,75,110.614774
83.976885,86,110.723571
65.606731,67,110.793887
62.597147,64,110.868517
75.443572,77,110.957388
73.558534,76,111.044121
99.021221,101,111.150103
76.0768,78,111.242877
80.616977,82,111.344539
88.304082,90,111.526065
90.111175,92,111.640339
72.388848,74,111.865969
74.427519,76,111.960068
92.111372,94,112.056245
85.335412,88,118.021385
109.494361,111,118.149626
67.392828,69,118.229725
93.44746,95,118.348827
89.402372,91,118.444687
146.322172,149,118.597797
82.819601,85,118.735462
70.265129,72,118.821331
103.763799,106,118.944401
102.162161,104,119.058841
72.546524,74,119.137518
91.563648,93,119.298928
82.690721,84,119.409378
80.459548,82,119.504832
71.400996,73,119.585289
92.487473,94,119.725641
141.058476,143,119.890266
86.503956,88,120.017878
109.450642,111,120.189221
77.552552,79,120.425808
97.347391,99,120.541743
75.57534,77,126.327424
107.242694,110,126.444387
68.538038,70,126.523743
80.106345,82,126.616503
82.566722,84,126.711627
111.456465,113,126.828196
114.294084,116,126.973646
127.050998,129,127.112266
86.316051,88,127.23483
74.600939,76,127.314695
80.289721,82,127.403603
163.381359,165,127.602081
92.93193,95,127.707752
69.248262,71,127.786869
97.151662,99,127.897171
92.96353,95,128.00834
72.34044,74,128.090668
105.41453,107,128.251611
96.972473,99,128.375531
131.165588,134,128.70561
125.312162,127,128.839207
72.349606,74,134.744563
71.413517,73,134.828147
83.876071,86,134.924
82.413827,84,135.020486
75.390832,78,135.101602
73.05224,75,135.186229
102.838965,105,135.307228
118.800575,121,135.439617
70.305839,72,135.554327
107.425689,110,135.677591
101.359639,103,135.832284
108.994334,111,135.955579
131.306842,133,136.106823
69.460259,71,136.182244
82.428181,84,136.309655
70.452999,72,136.394081
131.167008,134,136.541809
75.044711,77,136.622356
105.628184,107,136.904827
85.225905,87,137.011695
79.214513,81,137.097015
94.876569,97,137.203325
88.774223,91,142.975777
122.224702,125,143.137287
88.55543,91,143.240188
67.355333,69,143.324564
71.216655,73,143.405254
70.982259,73,143.487222
79.96527,82,143.576401
99.753698,102,143.688272
138.242137,141,143.868582
85.450939,88,143.974567
101.587258,104,144.095055
71.270357,74,144.174196
90.158347,92,144.274694
113.369005,116,144.411082
80.419882,83,144.501215
70.256101,72,144.582891
73.482823,75,144.661482
74.177334,76,144.746667
76.807468,79,144.980039
