#{"t_start": 1779264977.11354, "env_id": "None"}
r,l,t
20.412357,22,3.145344
27.540455,29,4.583526
29.476902,31,6.106552
28.408395,30,7.56403
56.981108,59,10.505011
21.261044,23,11.69562
23.502305,25,12.941045
36.467639,38,14.834684
39.494882,41,16.88901
66.79971,68,20.317576
23.347886,25,21.587356
53.35318,55,24.37718
30.340544,32,25.99203
70.640017,72,29.637298
36.126748,38,31.52397
47.292169,49,34.002734
26.356392,28,35.458307
33.328581,35,37.195422
43.46061,45,39.492603
34.618317,36,41.319402
52.773585,55,44.111678
38.516009,40,46.121228
40.46736,42,48.161296
30.526582,32,49.815416
32.609464,34,51.494579
28.293335,30,61.39464
35.602249,37,61.448104
61.275706,63,61.52136
42.410839,44,61.577632
65.165194,67,61.659259
25.613382,27,61.689833
40.527054,42,61.741933
36.385157,38,61.787371
50.44187,52,61.853332
31.529231,33,61.892289
56.553652,58,61.960449
56.311065,58,62.028214
29.400266,31,62.073709
42.399388,44,62.123807
19.395409,21,62.147311
57.133559,59,62.217515
61.568872,63,62.293067
38.459649,40,62.337581
37.398552,39,62.386356
24.276746,26,62.419861
42.160555,44,62.47718
32.369775,34,62.51831
48.499033,50,62.581641
21.375676,23,62.889087
44.267423,46,69.202851
72.571713,74,69.291225
55.88166,58,69.359381
59.348143,61,69.432211
70.761968,72,69.523402
45.520554,47,69.58075
72.445435,74,69.667871
38.563182,40,69.712514
79.162339,81,69.80958
21.497999,23,69.835557
48.931981,51,69.899729
29.41821,31,69.935107
54.607666,56,70.004841
47.65857,49,70.060479
52.788871,54,70.122339
64.46199,66,70.201647
62.215906,64,70.291999
54.653239,56,70.354446
39.443454,41,70.416355
30.472526,32,70.45619
52.47722,54,70.520487
48.352975,50,70.583404
33.67971,35,70.624342
44.629069,46,70.679407
48.720661,50,70.737625
39.357334,41,70.789264
38.558278,40,70.833712
33.614689,35,70.873245
46.439422,48,70.934906
83.641403,86,71.042553
37.545424,39,71.095404
68.472051,70,71.178919
56.541165,58,71.251759
45.71727,47,71.315456
74.054848,76,71.415779
31.435691,33,71.457053
72.92952,75,71.55511
48.614291,50,71.763199
38.38704,40,71.815269
27.223294,29,71.849937
87.433186,89,78.219843
67.615623,69,78.310043
30.253424,32,78.346869
68.552482,70,78.434409
85.276542,88,78.537729
66.72966,68,78.620011
73.473914,75,78.710989
140.00713,142,78.876881
112.454635,114,79.023801
46.599374,48,79.079011
51.53852,53,79.145787
68.46394,70,79.228163
115.160015,117,79.361546
69.571699,71,79.450624
68.559612,70,79.536688
54.545566,56,79.601745
29.316289,31,79.635625
100.701602,102,79.786904
39.6371,41,79.843958
71.070745,73,79.932455
102.402566,104,80.060003
84.230998,87,80.164316
83.47317,85,80.270037
52.270139,54,80.335912
71.452243,73,80.437666
67.379326,69,80.691988
66.75954,68,80.782141
46.489333,48,87.026688
36.437064,38,87.108888
113.971096,116,87.248282
120.04443,122,87.403623
73.857896,76,87.49023
74.820795,76,87.579032
103.538294,105,87.699888
69.440111,71,87.782086
90.051916,92,87.890668
88.481267,90,88.028682
78.537658,80,88.120361
86.673072,88,88.225226
76.515494,78,88.316509
86.369114,88,88.434323
76.589647,78,88.546655
80.647003,82,88.651223
79.370129,81,88.747949
99.991078,102,88.870377
63.05736,65,88.957897
102.200467,104,89.09441
69.350838,72,89.183755
67.506435,69,89.266897
104.722232,106,89.557439
54.475817,56,89.62223
74.280077,76,89.719
80.563331,82,96.083844
97.959104,100,96.203
67.341007,69,96.285693
96.616432,98,96.408394
81.524548,83,96.509801
66.648351,68,96.605792
87.53043,89,96.725953
70.621419,72,96.818861
69.594962,71,96.963468
85.525412,87,97.071986
77.563152,79,97.174916
68.745014,70,97.261141
82.019114,84,97.365331
86.490659,88,97.483049
91.727534,93,97.596223
79.086582,82,97.704911
75.491184,77,97.80242
69.313257,71,97.908049
145.930057,148,98.090933
71.285499,73,98.180762
29.473074,31,98.216504
144.123237,146,98.555885
71.248115,73,98.652167
96.567005,98,98.782095
90.634446,92,105.214351
70.680124,72,105.303554
80.125468,82,105.407166
73.293382,75,105.501081
82.447688,84,105.597024
123.438153,126,105.750413
77.353251,79,105.85025
86.375779,88,105.960539
79.927131,82,106.056248
82.638603,84,106.156673
71.454055,73,106.247885
96.433583,98,106.363058
114.561887,116,106.522635
99.542269,101,106.644422
113.817788,116,106.806434
139.221173,141,106.973795
69.411092,71,107.061076
177.956844,180,107.280261
85.182218,87,107.635145
151.626131,154,107.829655
99.35026,101,114.211684
92.325892,94,114.323503
77.305238,79,114.416076
86.454261,88,114.524146
85.174241,87,114.628538
104.421243,106,114.757309
83.295367,85,114.868338
98.397553,100,114.991996
75.322107,77,115.087741
100.461135,102,115.210805
68.689386,70,115.292067
67.869293,70,115.382027
73.111111,75,115.47958
98.469297,100,115.603005
71.285214,73,115.697124
69.36994,71,115.791536
69.088557,71,115.879958
73.264647,75,115.967376
96.404551,98,116.091066
67.407985,69,116.178451
68.149172,70,116.298839
134.638861,137,116.68768
90.352782,92,116.803168
142.094458,144,116.994475
79.658705,81,123.400601
70.025714,72,123.494961
70.854739,73,123.591312
99.183362,101,123.725495
87.195244,89,123.832079
68.227679,70,123.922475
93.136163,95,124.10621
169.062105,171,124.324958
88.140995,90,124.445566
78.87081,81,124.549047
77.314422,79,124.647129
69.426766,71,124.737801
112.065984,114,124.882111
70.317242,72,124.965364
84.386561,87,125.090038
82.251165,84,125.193274
106.44429,108,125.322021
73.244419,76,125.425941
173.057821,176,125.812896
87.886403,90,125.922993
86.087399,88,126.028126
92.949318,95,132.344242
85.691386,88,132.451705
81.604146,84,132.551208
95.151152,98,132.665931
70.869466,73,132.755016
125.764409,129,132.909819
78.877065,81,133.030904
86.482333,89,133.137558
112.877253,115,133.282913
87.326057,90,133.392692
77.927272,80,133.489136
148.060994,150,133.667199
68.308284,70,133.757512
126.33391,129,133.937142
91.427036,93,134.061735
68.028615,70,134.147079
84.042794,87,134.256418
90.334847,93,134.526486
98.496609,101,134.649603
69.293898,71,134.772841
97.970845,100,134.900415
90.866292,93,135.021271
77.534161,80,141.43091
