#{"t_start": 1779264977.1120677, "env_id": "None"}
r,l,t
51.234106,53,4.684316
66.346145,68,8.002647
43.479251,45,10.265753
68.269228,70,13.780969
16.195319,18,14.684057
22.551018,24,15.863095
27.19413,29,17.332799
50.285461,52,19.96165
41.41615,43,22.133011
71.49166,73,25.846789
49.433634,51,28.401553
21.324091,23,29.588653
22.454532,24,30.791738
25.390784,27,32.12198
33.53408,35,33.895632
64.756249,66,37.248089
62.246787,64,40.493304
26.344888,28,41.907578
48.68854,50,44.454087
48.414895,50,46.948278
22.467486,24,48.114109
28.624075,30,49.656763
69.532056,72,61.406006
46.468272,48,61.469751
24.501585,26,61.499044
32.531667,34,61.537295
40.411725,42,61.592246
51.164211,53,61.657375
35.408099,37,61.700422
38.094188,40,61.75205
40.448283,42,61.800263
30.546329,32,61.836953
33.478305,35,61.882556
38.31569,40,61.925926
63.575304,65,62.004124
26.535009,28,62.038602
36.519182,38,62.090762
23.422764,25,62.121336
52.492913,54,62.184605
78.641833,80,62.28015
63.706339,65,62.354143
82.066364,84,62.458892
18.336595,20,62.487413
31.490154,33,62.526364
31.529115,33,62.570174
83.937295,86,69.211671
56.094413,58,69.281012
38.317126,40,69.325215
57.734268,60,69.396446
67.704184,69,69.487532
58.277219,60,69.559851
46.563038,48,69.614809
64.704602,66,69.69327
66.748695,68,69.77421
56.153578,58,69.840403
70.582443,72,69.929333
49.200961,51,69.992534
47.661877,49,70.046163
34.96874,37,70.093493
60.501198,62,70.161109
47.46229,49,70.225494
51.164784,53,70.300043
69.363196,71,70.38659
43.58317,45,70.448534
84.461207,86,70.550682
84.439454,86,70.653105
40.615234,42,70.705655
73.403885,75,70.795809
117.076855,119,70.937569
38.388882,40,70.989762
108.394354,111,71.128845
58.558827,60,71.206012
71.303978,73,71.297401
50.678686,52,71.359437
41.311921,43,71.422299
56.743901,58,71.502559
44.66898,46,71.556648
41.643958,43,71.756143
35.696686,37,71.803119
34.366941,36,71.847589
86.383123,88,78.216761
34.6729,36,78.258398
57.54209,59,78.337149
78.322724,80,78.435931
57.493874,59,78.507148
82.730965,84,78.605322
93.842417,96,78.721884
70.22744,72,78.808113
83.326252,85,78.912259
39.17905,41,78.964122
51.529254,53,79.028502
64.573359,66,79.109042
74.62778,76,79.198155
34.441616,36,79.241043
69.427836,71,79.322772
78.467762,80,79.420764
99.402065,101,79.543012
58.991736,61,79.61326
66.800537,69,79.726096
44.645999,46,79.778512
66.559465,68,79.867236
64.126531,66,79.945462
68.244799,70,80.036138
28.561101,30,80.070021
43.661798,45,80.125355
77.230422,79,80.224379
85.774965,88,80.329538
130.143575,132,80.673779
94.321189,96,80.795973
78.368306,80,87.11627
72.373414,74,87.206967
69.750526,71,87.286586
71.443537,73,87.377006
71.660379,73,87.473393
65.814856,67,87.552317
91.470904,93,87.658539
74.482343,76,87.745106
91.702063,93,87.854464
83.329162,85,87.982497
95.178043,97,88.092665
73.408461,75,88.18482
124.791271,127,88.336034
77.344007,79,88.443023
67.64774,69,88.544737
75.575111,77,88.642094
71.481307,73,88.728834
79.667927,81,88.826531
91.658428,93,88.945845
64.720609,66,89.040184
118.234335,120,89.186766
82.629037,84,89.2877
72.581788,74,89.537242
75.80418,78,89.632424
97.500542,100,96.02624
94.545166,96,96.142189
132.895689,135,96.298081
85.053996,87,96.408331
123.062714,125,96.568336
67.297854,69,96.669132
149.35008,151,96.91451
69.783525,71,96.999852
71.653885,73,97.095623
67.751316,69,97.185257
66.392129,68,97.269734
119.280276,121,97.427832
93.541789,95,97.543457
71.45777,73,97.637188
101.645601,103,97.77251
76.617422,78,97.870914
77.410648,79,97.985595
68.633367,70,98.072262
68.625359,70,98.153918
127.490262,130,98.316064
131.110951,133,98.642135
65.46529,67,98.732562
70.512354,72,98.822221
104.602101,106,105.273075
96.605669,98,105.394471
137.597252,140,105.560237
83.543828,85,105.665268
66.728774,68,105.75078
79.176209,81,105.853279
72.617861,74,105.948969
79.09513,81,106.042192
85.593518,88,106.147619
152.07622,154,106.334037
81.673039,83,106.443385
72.602675,74,106.540201
85.650236,88,106.646961
67.577684,69,106.740768
107.064514,109,106.882956
128.302339,130,107.041341
84.302141,86,107.146058
66.331889,68,107.227398
70.630647,72,107.320508
89.65563,91,107.673604
79.573725,81,107.773978
100.462502,102,107.904872
92.493018,95,114.2751
80.103888,82,114.371067
70.424544,72,114.459909
124.44205,126,114.614302
111.230603,113,114.748676
94.039606,96,114.874679
88.442716,90,114.987177
82.783134,85,115.091699
101.909234,104,115.219874
89.306908,91,115.332489
95.729362,98,115.455863
84.387562,86,115.566752
92.96895,95,115.682222
94.392901,96,115.805406
70.680092,72,115.894628
100.994935,103,116.019831
71.65336,73,116.10821
103.318286,105,116.247461
75.41295,77,116.591479
90.481516,92,116.705689
81.173088,83,116.809409
71.384095,73,116.905914
80.196723,83,123.31205
147.681007,150,123.512643
86.204757,88,123.626149
84.360004,87,123.742221
193.148334,196,124.047995
87.512738,89,124.169337
84.329258,86,124.278055
84.924556,87,124.392348
84.598198,86,124.503743
73.456673,76,124.601379
74.694284,77,124.698166
66.678537,68,124.783306
74.394723,77,124.8771
79.246001,81,124.973186
71.424688,73,125.076213
84.603548,86,125.186316
105.36386,107,125.313793
73.180709,75,125.416097
98.33862,100,125.711249
156.026627,158,125.904322
92.895664,95,126.018146
74.146101,77,126.114429
108.443723,111,132.446995
107.308821,110,132.576992
79.256089,81,132.672178
160.354383,163,132.86823
92.596357,95,133.010582
78.491074,81,133.104693
88.596356,91,133.222197
76.114899,78,133.319681
107.598979,110,133.452661
69.270403,71,133.536478
95.516694,97,133.649497
79.719742,82,133.753777
76.943895,79,133.868663
129.229388,132,134.045998
74.504906,76,134.137639
86.099775,89,134.248217
102.020967,104,134.531664
90.920209,93,134.644899
73.674903,76,134.774631
104.543429,107,134.910199
104.267792,106,135.049625
103.285437,106,141.488637
75.5109,78,141.582653
99.051423,101,141.701222
92.804131,95,141.84803
102.746918,106,141.966462
74.300109,77,142.061267
