#{"t_start": 1779264977.1716769, "env_id": "None"}
r,l,t
26.509067,28,3.39332
26.362759,28,4.77329
24.501613,26,6.048387
37.445435,39,7.942685
34.721194,36,9.771487
24.328645,26,11.063412
51.44333,53,13.721309
52.610395,54,16.419985
57.240576,59,19.418539
36.622069,38,21.334335
26.502819,28,22.762248
33.516931,35,24.513104
54.029691,56,27.358998
36.294012,38,29.282408
37.717215,39,31.218877
29.574132,31,32.775999
21.273235,23,33.944738
26.279576,28,35.400103
47.634946,49,37.861421
31.620761,33,39.53134
39.729499,41,41.602674
37.683798,39,43.596436
26.487266,28,44.996371
18.096843,20,46.00617
53.222986,55,48.719064
59.861888,62,51.852477
22.354966,24,61.340668
20.416866,22,61.37045
56.107653,58,61.442666
31.436987,33,61.480226
33.498509,35,61.527231
72.460186,74,61.615931
45.468416,47,61.671865
61.220538,63,61.747999
28.326593,30,61.784625
33.457585,35,61.82982
17.333003,19,61.84934
57.197861,59,61.919864
22.38303,24,61.947123
35.487631,37,61.998777
37.691406,39,62.046676
29.497793,31,62.080257
31.508643,33,62.121667
21.27165,23,62.146686
31.482474,33,62.185104
56.702357,58,62.256596
51.357545,53,62.320051
48.389336,50,62.379431
24.385202,26,62.416377
33.217428,35,62.459128
39.408179,41,62.511682
55.072955,57,62.858271
73.614107,75,69.206993
51.301049,53,69.267679
70.653202,72,69.357193
59.470993,61,69.43537
59.32213,61,69.508771
22.458106,24,69.535556
65.019234,67,69.615374
111.602722,113,69.747988
81.594209,84,69.849739
49.168133,51,69.911079
86.229705,88,70.016436
57.545647,59,70.08123
31.441257,33,70.121336
42.414935,44,70.179857
69.38433,71,70.269785
82.180622,84,70.384435
37.573554,39,70.4324
71.447242,73,70.520625
95.28204,97,70.635426
43.318593,45,70.687343
29.43224,31,70.727398
34.606645,36,70.767907
69.490089,71,70.853745
68.463758,70,70.943689
46.654343,48,71.000417
64.077857,66,71.084097
42.278652,44,71.142935
64.49061,66,71.2205
35.485676,37,71.270186
25.564782,27,71.302138
26.533798,28,71.341875
37.48018,39,71.395091
48.538678,50,71.463843
69.286235,71,71.696178
46.413228,48,71.758456
30.41739,32,71.79651
69.193728,71,78.143916
45.625385,47,78.199928
68.650448,70,78.290984
51.291956,53,78.359612
68.244546,70,78.443089
108.332398,110,78.572408
43.434691,45,78.622782
69.719186,71,78.707831
50.394671,52,78.772223
36.052997,38,78.815284
94.069329,96,78.943266
44.483287,46,78.99478
84.512854,86,79.099174
53.346853,55,79.165356
57.717229,59,79.235144
76.200715,78,79.321591
34.50651,36,79.370427
57.212399,59,79.444819
36.345937,38,79.487478
69.444344,71,79.568447
71.465432,73,79.686055
131.351594,133,79.854294
67.514839,69,79.936743
52.574778,54,80.003126
73.734348,75,80.094158
53.598026,55,80.164714
83.65774,86,80.267248
35.652693,37,80.31313
71.664442,73,80.410908
76.039775,78,80.68658
57.533544,59,80.758005
135.287538,137,87.147071
73.689242,75,87.23289
68.497675,70,87.318527
69.55441,71,87.412648
79.519564,81,87.506004
67.574348,69,87.587312
71.505756,73,87.670214
75.576909,77,87.760953
53.541485,55,87.822949
77.418986,79,87.945578
73.052482,75,88.029885
93.582393,96,88.145043
101.477235,103,88.269396
76.589928,78,88.374787
64.318482,66,88.472155
71.706673,73,88.559521
100.519541,102,88.688685
86.696788,88,88.792447
71.514956,73,88.890085
78.596396,80,88.999708
65.528165,67,89.086886
158.070297,160,89.28026
92.551495,94,89.548898
72.437937,74,89.645134
84.400097,86,96.013577
73.649223,75,96.104172
76.622285,78,96.196693
90.510777,92,96.305906
102.611654,104,96.437518
91.303835,93,96.570135
91.215438,93,96.692345
68.766345,70,96.785942
100.701436,102,96.956584
72.595859,74,97.05277
114.275345,116,97.202977
70.677335,72,97.29253
92.56755,94,97.417995
82.497465,84,97.521204
69.47902,71,97.617161
74.554816,76,97.711452
89.778437,91,97.824739
106.858005,110,97.975458
65.152532,67,98.058285
72.609644,74,98.149029
123.667269,126,98.303365
74.697754,76,98.557782
67.710153,69,98.656212
90.622063,92,98.767938
70.891503,73,105.177202
140.352188,142,105.356746
87.578661,89,105.466427
78.58561,80,105.557424
77.080039,79,105.654643
73.660139,75,105.751063
81.522508,83,105.859355
65.714098,67,105.94159
120.145287,122,106.080769
82.467874,84,106.182728
80.623318,82,106.280699
145.428366,148,106.476882
68.67016,71,106.564674
76.654646,78,106.663449
82.680567,84,106.780205
93.387932,95,106.894996
79.117428,81,106.993181
75.530642,77,107.087354
139.998283,142,107.264075
97.305685,99,107.627072
76.426826,78,107.724305
73.590538,75,107.821774
114.25119,116,114.217904
82.561232,85,114.316728
79.681362,82,114.417099
101.096007,103,114.541745
150.535304,153,114.726098
69.495351,71,114.823596
72.672156,75,114.916788
98.304265,100,115.040392
80.142818,82,115.138173
96.831545,99,115.262956
141.321129,144,115.443327
104.57979,107,115.581315
75.465329,77,115.6853
70.56484,72,115.773026
74.583176,76,115.859512
108.985521,111,116.00076
100.390973,103,116.127153
88.633928,90,116.319629
75.396496,77,116.591323
92.03503,94,116.708091
69.206855,71,116.793275
101.278181,103,116.933605
81.944293,84,123.344843
67.529036,70,123.435473
100.609227,103,123.56768
102.373087,105,123.710515
75.94917,79,123.807245
82.371287,84,123.958403
84.557889,87,124.082989
116.694023,119,124.239443
91.016415,93,124.36423
72.037438,74,124.458003
81.299028,84,124.563358
93.906035,96,124.682897
77.908984,80,124.779993
146.037663,149,124.968046
87.661838,90,125.087897
89.887662,92,125.198568
94.122193,96,125.32105
92.239002,94,125.610804
75.047126,77,125.70759
97.392274,99,125.827123
79.290714,82,125.926476
85.496629,87,126.036419
85.039178,88,132.34475
106.736483,109,132.475484
111.517638,114,132.607803
78.664354,81,132.705992
129.847363,133,132.886466
89.03578,91,132.997389
68.169831,70,133.083754
139.75739,142,133.265379
86.200891,88,133.375316
71.255458,73,133.459404
80.190439,82,133.557044
127.490354,129,133.712708
80.43409,82,133.830192
81.34084,83,133.951014
91.337514,94,134.066352
108.067373,110,134.200855
119.413553,122,134.503846
71.44601,73,134.595468
74.01991,76,134.723721
102.805131,106,134.860005
70.38817,72,134.953402
72.434136,75,141.357136
80.183937,83,141.462958
80.0535,83,141.558438
86.57604,89,141.69537
100.343628,103,141.817641
145.773799,149,141.992692
83.268767,85,142.0898
110.212246,113,142.221573
147.482808,150,142.403696
94.374521,97,142.519525
76.609276,79,142.618595
84.474711,87,142.723005
76.299215,78,142.821626
92.089967,94,142.936097
94.335318,97,143.054034
81.065491,84,143.156043
72.107591,74,143.254644
75.618956,78,143.510807
80.749474,83,143.612628
112.134675,115,143.767609
106.16527,109,143.938163
96.59256,99,144.060633
86.978883,89,150.645092
98.261927,101,150.798014
78.812935,81,150.892901
79.233498,82,150.988517
70.554948,73,151.073997
84.900259,87,151.180377
85.571541,88,151.283904
89.666345,92,151.407543
79.483784,82,151.505957
80.536139,83,151.599816
112.456256,115,151.733691
80.564134,83,151.832759
102.675289,105,151.954991
82.626597,85,152.052217
75.893584,79,152.146443
106.476645,109,152.284385
96.930983,99,152.635453
110.608507,113,152.7613
156.218329,159,152.95248
84.947415,87,153.063489
97.556918,100,153.184278
77.037346,79,159.544318
93.909777,96,159.652153
96.592504,99,159.771502
143.559607,146,159.947045
80.466447,83,160.044811
82.690817,85,160.148761
119.482736,122,160.293447
82.563891,85,160.395621
78.928901,81,160.495222
179.242045,182,160.710726
80.658437,83,160.808874
99.603486,102,160.937748
