#{"t_start": 1779845151.5527956, "env_id": "None"}
r,l,t
10.548195,12,0.825748
9.756536,11,0.831915
25.735379,27,0.845952
11.67871,13,0.852447
22.823734,28,0.865583
13.924896,15,0.872259
13.372381,15,0.87923
6.957634,8,0.882864
11.921849,13,0.888941
11.759144,13,0.894619
18.572401,20,0.904306
13.567404,15,0.911375
15.217531,17,0.92045
10.768922,12,0.925719
21.756561,23,0.936936
9.033305,10,0.942286
10.958398,12,0.947608
9.527709,11,0.953833
13.124457,14,0.960116
11.88629,13,0.966367
13.70641,15,0.973783
17.718179,19,0.984313
14.327137,16,0.992846
18.976292,20,1.001676
13.255136,15,1.008267
13.62172,15,1.015453
12.44347,14,1.021434
15.705518,17,1.030108
18.058635,19,1.039015
8.682632,10,1.046144
18.841699,20,1.055677
10.075188,11,1.060753
25.684836,27,1.072888
24.628971,26,1.085829
7.819691,9,1.089987
42.763206,45,1.111425
29.704911,32,1.126148
17.627994,19,1.135595
11.634116,13,1.142284
11.330937,13,1.148807
8.983401,10,1.153506
25.611817,27,1.167362
11.906303,13,1.172901
13.560269,15,1.180048
9.046874,10,1.184019
13.900926,16,1.191795
31.750676,35,1.209086
14.977696,16,1.217898
27.761254,29,1.233194
13.649269,15,1.241145
18.409041,20,1.250779
23.568695,26,1.263741
11.955499,14,1.27065
15.352865,17,1.27909
15.734358,17,1.286312
23.339873,26,1.299312
35.203918,39,1.318821
17.614807,19,1.32754
28.834916,30,1.343894
40.307221,42,1.367934
29.90483,32,1.391093
7.868508,9,1.396742
15.676545,17,1.405356
14.562427,16,1.413728
17.779468,20,1.42351
27.991252,30,1.438697
9.81014,11,1.444233
10.740598,12,1.450832
17.764194,19,1.460603
29.949514,32,1.476943
15.516773,17,1.485675
17.583391,19,1.494767
16.847785,18,1.504389
15.662917,17,1.513399
8.664044,10,1.518635
53.350423,56,1.545397
15.613795,17,1.553127
10.611034,12,1.5592
8.919593,10,1.564821
13.747288,16,1.572284
11.999702,13,1.578282
16.840649,19,1.586685
45.671245,48,1.609124
13.983972,15,1.615845
34.78926,37,1.632478
7.85522,9,1.636825
20.090589,23,1.648111
22.791536,24,1.659457
64.560059,71,1.693265
14.820606,16,1.700951
25.671967,29,1.714323
22.643992,26,1.725523
9.854888,11,1.730854
8.801807,10,1.735242
27.122543,29,1.749896
20.580006,22,1.761149
9.764224,11,1.766795
14.436881,16,1.775161
41.759061,48,1.798841
18.031796,19,1.808965
12.873457,14,1.815081
25.379443,28,1.827415
14.846552,16,4.70699
15.566748,17,4.72549
17.821359,20,4.74399
38.502269,40,4.77949
15.861747,17,4.795195
18.735619,20,4.811967
60.151225,64,4.870967
6.88814,8,4.877967
8.063463,9,4.885967
23.611544,25,4.902187
69.570628,73,4.936577
37.616438,42,4.956323
18.915865,20,4.965528
41.113444,43,4.986353
10.615318,12,4.992018
11.872413,13,4.997734
63.204194,75,5.183732
38.300508,42,5.205673
24.806528,29,5.219278
